filename,chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,genre
062642.mp3,0.38691237568855286,0.2644897997379303,1654.4731929824432,2002.2236452688326,3768.2771879236057,0.05852793982378002,-79.3896713256836,122.53277587890625,-11.447319984436035,52.49766540527344,6.851250648498535,15.115544319152832,-0.9562738537788391,0.8207165598869324,-3.8551042079925537,-3.526136875152588,2.242220878601074,3.4222588539123535,-5.976782321929932,0.22597314417362213,-4.0808610916137695,-0.24709966778755188,-4.555656433105469,0.4393341839313507,-2.723322629928589,-6.385980606079102,Trip-Hop
024818.mp3,0.5218362808227539,0.10086072236299515,1605.5893003135154,2090.5108124448852,3592.950879133182,0.053344821117350893,-172.20555114746094,114.70541381835938,-0.7114412784576416,27.557205200195312,10.387419700622559,24.55904197692871,4.041695594787598,15.94920539855957,-2.3095903396606445,11.71208381652832,2.41123628616333,10.659933090209961,0.4125172793865204,-0.16426301002502441,-4.361921310424805,1.2557097673416138,-5.266707420349121,2.9125969409942627,0.39081138372421265,-3.477051258087158,Trip-Hop
071560.mp3,0.35536473989486694,0.15489473938941956,2312.1682576456324,2366.845709983759,4742.95069002348,0.11260877590046475,-119.63133239746094,88.16675567626953,-3.4669034481048584,25.599781036376953,2.7996673583984375,6.796063423156738,-0.7051014304161072,-1.5083197355270386,-7.472219944000244,-2.3224143981933594,-7.115071773529053,-4.785550594329834,-7.533806800842285,-4.850769519805908,-8.482351303100586,-0.6817858219146729,-5.971651554107666,-2.9730896949768066,-3.428428888320923,-1.0209519863128662,Trip-Hop
066949.mp3,0.3542158007621765,0.2366316169500351,1741.1607053108783,2103.557888354957,3760.5855935867357,0.052521602288119196,-166.7081298828125,86.24059295654297,22.1884822845459,55.07701110839844,17.06390380859375,20.82383155822754,-2.7138376235961914,2.5108704566955566,-3.8082406520843506,3.881330966949463,-0.5086111426353455,2.278897523880005,-1.2192152738571167,2.022778272628784,1.6221429109573364,5.979126930236816,2.8959879875183105,7.318212509155273,2.0394134521484375,2.448155403137207,Trip-Hop
113326.mp3,0.5080170631408691,0.18510477244853973,2836.12139550496,2900.3728506074385,6300.061904387578,0.09539057964880031,-162.58511352539062,46.28867721557617,13.821110725402832,17.603191375732422,8.17406177520752,10.205853462219238,9.467524528503418,17.819992065429688,4.778303146362305,5.670694828033447,2.6840367317199707,12.589058876037598,-1.012596845626831,5.9401116371154785,0.869387149810791,3.5508670806884766,-1.967725396156311,4.416419982910156,-3.8518564701080322,9.175773620605469,Trip-Hop
107804.mp3,0.49503055214881897,0.20788756012916565,2213.0145378030847,2573.742534561641,5279.929730617012,0.08862134488768397,-52.360137939453125,88.41223907470703,15.375510215759277,47.57118225097656,7.002379894256592,11.262669563293457,-3.6425602436065674,21.653284072875977,-3.7429938316345215,6.909865856170654,-2.695361614227295,0.4664475917816162,-17.513158798217773,-0.9138402938842773,-1.7169859409332275,1.3249038457870483,-4.7414751052856445,7.302404403686523,-4.287633419036865,-2.7887630462646484,Trip-Hop
110405.mp3,0.40172797441482544,0.1637483835220337,1407.01935094127,2041.9278430225963,3341.654793470637,0.03677264234229876,-223.8468017578125,120.32048034667969,36.633277893066406,32.389625549316406,17.176395416259766,16.852746963500977,8.705479621887207,8.383319854736328,2.971482038497925,6.926296710968018,-0.006063112989068031,4.4221415519714355,-3.9118456840515137,2.583226203918457,-2.1266837120056152,0.2592441737651825,-3.618049144744873,1.2881762981414795,-4.922626972198486,3.392399311065674,Trip-Hop
110404.mp3,0.42720159888267517,0.1957712024450302,774.3512857841744,1443.9257102330423,1413.3081205858166,0.019366851901122292,-232.30662536621094,148.3624725341797,37.19182205200195,44.63701629638672,9.94349193572998,16.207975387573242,7.569138050079346,12.331742286682129,1.96132493019104,3.0425894260406494,-1.7420692443847656,-1.3080812692642212,-5.198955535888672,-0.41687995195388794,-2.347200870513916,-1.3745768070220947,-4.097418785095215,-3.2614145278930664,-2.113100528717041,1.0015281438827515,Trip-Hop
066960.mp3,0.34697115421295166,0.13507133722305298,1819.8220275283322,2078.89275673988,3682.761064181018,0.07627845031927244,-120.5862045288086,120.0859375,-15.113126754760742,16.036441802978516,-1.495391607284546,-5.717792987823486,-7.567137718200684,-5.547852516174316,-7.162102699279785,-0.2226831316947937,-11.660041809082031,-0.7523775696754456,-14.571441650390625,-7.5041093826293945,-11.046960830688477,-6.196645259857178,-5.198390960693359,4.22580099105835,0.5283849239349365,5.247927665710449,Trip-Hop
066974.mp3,0.4730929136276245,0.16255110502243042,2531.0994534643787,2696.001038855357,5577.7918076164315,0.09917593556351666,-65.58584594726562,85.61143493652344,11.591129302978516,26.96953582763672,5.8962602615356445,15.518454551696777,1.3677176237106323,3.4072608947753906,-2.83209490776062,2.9189040660858154,-4.225668430328369,2.465752601623535,-7.374393939971924,4.962527751922607,2.4639031887054443,2.2931883335113525,-0.8158707618713379,3.9937310218811035,-4.892279624938965,1.7412351369857788,Trip-Hop
