filename,chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,genre
120465.mp3,0.342880517244339,0.07508936524391174,1915.306283547838,2015.7557923547047,3793.585394041457,0.08256148110971362,-210.88453674316406,100.2058334350586,-26.745386123657227,35.59934616088867,16.90189552307129,13.702174186706543,2.3668854236602783,17.503360748291016,-1.0843348503112793,8.70885181427002,0.6964492797851562,-0.3211507499217987,-2.372976064682007,6.016108989715576,-6.522041320800781,1.844546914100647,0.20051711797714233,0.5352789163589478,-3.0015318393707275,-4.631711006164551,Ambient,Electronic
120471.mp3,0.2015206515789032,0.25144150853157043,2140.689695553012,1963.0160466749178,3964.7363924222986,0.13682313855538342,-38.00791549682617,108.08769989013672,-49.60093307495117,16.17153549194336,-0.6081193089485168,3.050252676010132,-6.4768967628479,-0.34160444140434265,-5.941797256469727,5.398784160614014,5.202543258666992,5.304908275604248,-1.3688491582870483,2.5878376960754395,-0.8782333731651306,2.4962337017059326,-4.859204292297363,2.927177906036377,-4.489653587341309,-3.439931869506836,Ambient,Electronic
120459.mp3,0.5043981075286865,0.16723310947418213,2190.903408769332,2349.4687530931683,4742.825593955751,0.08216589610766847,-112.62861633300781,103.5235366821289,-1.3707267045974731,21.860334396362305,17.237354278564453,18.805879592895508,0.6238120198249817,8.851859092712402,4.1756510734558105,7.866024971008301,0.18890461325645447,7.953958511352539,3.3422553539276123,6.992644309997559,-1.3338066339492798,0.026498476043343544,-1.996830940246582,0.05426498129963875,-10.044023513793945,1.5368075370788574,Ambient,Electronic
054131.mp3,0.4400938153266907,0.3893488943576813,601.2762051225086,1031.7322839227638,1058.5462456429125,0.019985113284275755,-172.55288696289062,192.97775268554688,28.861867904663086,35.86723709106445,20.490589141845703,3.9634761810302734,8.573368072509766,14.492267608642578,2.550457000732422,6.166899681091309,4.914531230926514,5.110124588012695,-2.683187246322632,-4.068614959716797,-3.221597194671631,-7.338199138641357,-8.39340877532959,-3.4610819816589355,-2.581852436065674,-1.8436671495437622,Ambient,Electronic
040636.mp3,0.42106926441192627,0.1519172191619873,1382.4983752917994,1528.1974567056175,2671.8018145454107,0.06261119650464755,-196.8661346435547,139.30130004882812,-10.099878311157227,-16.353294372558594,-7.996714115142822,9.220788955688477,-6.060456275939941,-0.7619343400001526,2.3513426780700684,1.834839105606079,-1.606216311454773,0.8785355687141418,0.8061439990997314,-0.3468979299068451,-5.065463542938232,-5.364413738250732,-9.699671745300293,-2.0530240535736084,-2.7207815647125244,1.5561598539352417,Ambient,Electronic
054125.mp3,0.3109380900859833,0.2832750380039215,430.2238041742286,694.8367552777661,676.0358294805384,0.02004260263361735,-244.53062438964844,198.03103637695312,46.652278900146484,23.9593505859375,22.10678482055664,5.891663551330566,1.8154609203338623,8.490265846252441,-0.6213325262069702,-6.180723190307617,-3.102670669555664,-4.068427085876465,-8.161895751953125,-8.787745475769043,-4.348270893096924,-4.031327724456787,-5.434427261352539,-3.8800342082977295,-3.6541144847869873,-4.94022798538208,Ambient,Electronic
133009.mp3,0.5771466493606567,0.4689001739025116,3622.9946499169782,3011.186121303843,7349.730557184839,0.14306338283668732,35.200218200683594,26.819236755371094,-4.092628479003906,25.673730850219727,22.54570960998535,22.953027725219727,2.940328359603882,22.79305648803711,10.463393211364746,13.305051803588867,1.398621678352356,8.478095054626465,-2.532325506210327,4.0999040603637695,-2.7097175121307373,3.8023085594177246,-1.8317489624023438,5.557818412780762,-0.7066760659217834,4.788541316986084,Ambient,Electronic
133021.mp3,0.4727446138858795,0.2722020149230957,2408.30235569535,2465.3145179638545,5074.021603135892,0.09449244468919442,-87.91716003417969,76.52961730957031,-0.13543280959129333,19.40248680114746,-4.202470302581787,10.086084365844727,-2.1866180896759033,5.366944789886475,-3.143549680709839,9.245330810546875,2.351112127304077,6.782135009765625,1.838943600654602,6.10736083984375,-0.2907450497150421,3.34405517578125,-2.3139703273773193,6.618460655212402,1.582910180091858,7.195568084716797,Ambient,Electronic
055824.mp3,0.27294695377349854,0.2661118805408478,1197.7461041023605,1855.601726449319,2359.1690677607394,0.03373751330301858,-150.29075622558594,132.2598876953125,32.306480407714844,38.954044342041016,-3.540781259536743,9.256072998046875,10.74256706237793,15.396340370178223,9.212215423583984,4.093043327331543,1.7927045822143555,6.698992729187012,-8.318584442138672,4.7899489402771,-11.553898811340332,-5.69555139541626,-10.157458305358887,-12.188994407653809,-2.7504754066467285,3.1741316318511963,Ambient,Electronic
092374.mp3,0.5549179911613464,0.15572649240493774,1870.0293248522844,2274.1650034279714,3842.6676495328234,0.0634417663148722,-128.9630889892578,114.88883209228516,22.029455184936523,28.3680477142334,5.14886474609375,8.153775215148926,7.388269424438477,9.398859977722168,-2.6336779594421387,7.671693325042725,0.2028445452451706,5.9626922607421875,2.0327646732330322,6.0603251457214355,-0.3605891168117523,6.970925331115723,-0.8244841694831848,1.5509847402572632,-1.7951208353042603,4.688870429992676,Ambient,Electronic
068582.mp3,0.3548382520675659,0.29111769795417786,1105.7114045116034,1394.6687837157958,2043.4293103291893,0.041251451238390094,-114.171875,160.37257385253906,-29.579814910888672,17.15866470336914,-6.7920708656311035,21.129066467285156,-0.6011675596237183,-1.6750359535217285,3.5867772102355957,0.9777833223342896,0.6402158737182617,6.355823040008545,2.414762020111084,1.4908583164215088,1.7325658798217773,4.664026260375977,5.264772891998291,4.467505931854248,-1.5207334756851196,-9.054150581359863,Ambient,Electronic
143061.mp3,0.2696944773197174,0.058391720056533813,1753.4458788001216,1884.5266574062782,3497.836168970275,0.06747169405983734,-248.72291564941406,114.81039428710938,-21.610288619995117,-2.906956434249878,-7.679254055023193,10.610661506652832,-4.7033562660217285,1.824780821800232,-5.4065046310424805,-1.112321376800537,-4.096380710601807,0.08021087944507599,-5.214892387390137,1.0938700437545776,4.4391913414001465,7.6339287757873535,5.28748083114624,4.215310096740723,-4.212639331817627,-6.671840190887451,Ambient,Electronic
